Номер варианта;ID;INCOME_BASE_TYPE;CREDIT_PURPOSE;INSURANCE_FLAG;DTI;SEX;FULL_AGE_CHILD_NUMBER;DEPENDANT_NUMBER;EDUCATION;EMPL_TYPE;EMPL_SIZE;BANKACCOUNT_FLAG;Period_at_work;age;EMPL_PROPERTY;EMPL_FORM;FAMILY_STATUS;max90days;max60days;max30days;max21days;max14days;avg_num_delay;if_zalog;num_AccountActive180;num_AccountActive90;num_AccountActive60;Active_to_All_prc;numAccountActiveAll;numAccountClosed;sum_of_paym_months;all_credits;Active_not_cc;own_closed;min_MnthAfterLoan;max_MnthAfterLoan;dlq_exist;thirty_in_a_year;sixty_in_a_year;ninety_in_a_year;thirty_vintage;sixty_vintage;ninety_vintage
8;1002168;Поступление зарплаты на счет;Ремонт;1;0.29;мужской;2;0;незаконченное высшее;менеджер среднего звена;>250;0;116;34;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1002188;Форма банка (без печати работодателя);Ремонт;0;0.11;мужской;0;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1002208;Свободная форма с печатью работодателя;Ремонт;1;0.23;женский;0;0;высшее;специалист;>250;0;21;37;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1002228;2НДФЛ;Ремонт;1;0.49;женский;2;0;высшее;специалист;>250;0;127;40;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1002248;Форма банка (без печати работодателя);Покупка автомобиля;0;0.31;мужской;0;0;высшее;менеджер среднего звена;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1002268;Свободная форма с печатью работодателя;Ремонт;0;0.46;мужской;0;0;высшее;менеджер среднего звена;>250;0;12;26;Торговля;ООО;женат / замужем;1;1;1;1;1;0;1;0;0;0;1;2;0;17;2;1;0;7;45;0;0;0;0;0;0;0
8;1002288;Форма банка (без печати работодателя);Обучение;1;0.49;мужской;0;0;среднее;специалист;>250;0;97;31;Торговля;ООО;холост / не замужем;1;0;0;0;0;0.1633466135;0;1;0;0;0.4705882353;8;9;210;17;4;0;4;63;1;1;1;0;0;0;0
8;1002308;Свободная форма с печатью работодателя;Ремонт;0;0.49;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;>250;0;61;40;Торговля;ООО;женат / замужем;2;2;2;2;2;0.4820143885;0;0;0;0;0.5;2;2;72;4;2;0;34;83;1;1;1;1;0;0;0
8;1002328;Поступление зарплаты на счет;Покупка автомобиля;0;0.27;женский;0;0;высшее;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1002348;Форма банка (без печати работодателя);Ремонт;1;0.46;мужской;1;0;среднее;менеджер высшего звена;< 50;0;47;42;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1002368;2НДФЛ;Лечение;1;0.43;мужской;0;0;высшее;менеджер среднего звена;>250;0;32;28;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1002388;Форма банка (без печати работодателя);Покупка бытовой техники;1;0.2;женский;1;0;высшее;менеджер среднего звена;>250;0;82;37;Другое;ООО;женат / замужем;0;0;0;0;0;0;0;1;0;0;1;2;0;22;2;0;0;5;14;0;0;0;0;0;0;0
8;1002408;Форма банка (без печати работодателя);Ремонт;0;0.16;мужской;0;0;высшее;менеджер высшего звена;< 50;0;70;49;Другое;ООО;женат / замужем;0;0;0;0;0;0.04;0;0;0;0;1;2;0;24;2;0;0;16;18;1;0;0;0;0;0;0
8;1002428;Поступление зарплаты на счет;Ремонт;1;0.08;мужской;1;0;высшее;специалист;>250;0;6;25;Торговля;ЗАО;женат / замужем;0;0;0;0;0;0.0833333333;0;0;0;0;1;1;0;22;1;1;0;22;22;1;0;0;0;0;0;0
8;1002448;2НДФЛ;Ремонт;0;0.36;мужской;0;0;высшее;вспомогательный персонал;>250;0;61;35;Другое;ЗАО;холост / не замужем;0;0;0;0;0;0.0357142857;0;0;0;0;0.2;1;4;54;5;0;1;9;47;1;0;0;0;0;0;0
8;1002468;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.18;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;< 50;0;67;34;Торговля;Индивидуальный предприниматель;женат / замужем;1;1;1;0;0;0.1942857143;0;1;0;0;0.2;2;8;141;10;2;1;5;110;1;0;0;0;0;0;0
8;1002488;Поступление зарплаты на счет;Ремонт;0;0.27;мужской;1;0;среднее-специальное;рабочий;>250;0;26;40;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1002508;Форма банка (без печати работодателя);Ремонт;0;0.24;мужской;0;0;высшее;вспомогательный персонал;< 50;0;14;28;Другое;ООО;холост / не замужем;0;0;0;0;0;0.025;0;0;0;0;0.5;1;1;39;2;0;1;14;24;1;0;0;0;0;0;0
8;1002528;Поступление зарплаты на счет;Ремонт;1;0.3;мужской;0;0;высшее;специалист;>250;0;9;24;Торговля;ООО;холост / не замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
8;1002548;2НДФЛ;Ремонт;0;0.59;мужской;2;0;высшее;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1002568;Поступление зарплаты на счет;Ремонт;0;0.43;мужской;0;0;среднее-специальное;рабочий;>250;0;64;54;Торговля;ООО;женат / замужем;2;2;2;2;2;0;0;0;0;0;1;1;0;19;1;1;0;44;44;0;0;0;0;0;0;0
8;1002588;Поступление зарплаты на счет;Ремонт;0;0.24;мужской;0;0;высшее;специалист;< 50;0;19;31;Другое;ООО;холост / не замужем;4;4;1;1;1;0.0138888889;0;0;0;0;0.3333333333;2;4;71;6;1;1;5;33;1;0;0;0;0;0;0
8;1002608;Поступление зарплаты на счет;Покупка автомобиля;0;0.19;мужской;2;0;незаконченное высшее;специалист;>250;0;71;33;Другое;ЗАО;женат / замужем;1;1;1;1;1;0;0;0;0;0;0;0;2;21;2;0;0;53;60;0;0;0;0;0;0;0
8;1002628;Поступление зарплаты на счет;Ремонт;1;0.37;мужской;0;0;высшее;специалист;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1002648;Поступление зарплаты на счет;Покупка автомобиля;0;0.39;женский;0;0;высшее;специалист;>250;0;54;40;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1002668;Поступление зарплаты на счет;Отпуск;0;0.47;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1002688;Поступление зарплаты на счет;Ремонт;1;0.27;мужской;0;0;Высшее/Второе высшее/Ученая степень;вспомогательный персонал;>250;0;11;30;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1002708;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.49;женский;2;0;высшее;вспомогательный персонал;>250;0;7;38;Торговля;ООО;женат / замужем;3;1;1;1;1;0.0104166667;0;0;0;0;0.1666666667;1;5;95;6;1;1;14;73;1;0;0;0;0;0;0
8;1002728;2НДФЛ;Ремонт;0;0.36;мужской;0;0;среднее;вспомогательный персонал;>250;0;12;52;Другое;Государственное предприятие;женат / замужем;1;1;1;1;1;0;0;0;0;0;0;0;1;8;1;0;0;49;49;0;0;0;0;0;0;0
8;1002748;2НДФЛ;Покупка автомобиля;1;0.5;мужской;2;0;высшее;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1002768;Поступление зарплаты на счет;Ремонт;0;0.19;мужской;1;0;высшее;специалист;>250;1;115;32;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1002788;Поступление зарплаты на счет;Ремонт;0;0.59;женский;1;0;высшее;менеджер среднего звена;>250;1;26;37;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1002808;Поступление зарплаты на счет;Покупка автомобиля;1;0.27;мужской;2;0;среднее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1002828;Форма банка (без печати работодателя);Ремонт;0;0.4;женский;0;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1002848;Поступление зарплаты на счет;Ремонт;0;0.19;женский;3;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1002868;Форма банка (без печати работодателя);Ремонт;1;0.16;мужской;0;0;незаконченное высшее;специалист;>250;0;47;47;Другое;ООО;женат / замужем;0;0;0;0;0;0;0;0;0;0;0;0;4;51;4;0;1;17;71;0;0;0;0;0;0;0
8;1002888;2НДФЛ;Покупка автомобиля;1;0.49;мужской;0;0;высшее;специалист;>250;0;56;27;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1002908;Поступление зарплаты на счет;Ремонт;0;0.55;женский;1;0;высшее;менеджер среднего звена;< 50;1;11;31;Торговля;ООО;женат / замужем;0;0;0;0;0;0;0;0;0;0;0;0;1;4;1;0;1;3;3;0;0;0;0;0;0;0
8;1002928;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.56;женский;1;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;21;29;Другое;ООО;женат / замужем;1;1;1;1;1;0;0;0;0;0;0.3333333333;1;2;30;3;0;0;14;40;0;0;0;0;0;0;0
8;1002948;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.58;мужской;2;0;незаконченное высшее;страховой агент;>250;0;80;35;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1002968;Свободная форма с печатью работодателя;Ремонт;0;0.38;мужской;1;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1002988;Форма банка (без печати работодателя);Покупка мебели;1;0.42;женский;0;0;высшее;менеджер по продажам;< 50;0;19;46;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1003008;2НДФЛ;Ремонт;1;0.39;мужской;2;0;высшее;специалист;>250;0;11;37;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1003028;Форма банка (без печати работодателя);Покупка автомобиля;0;0.46;мужской;1;0;среднее-специальное;вспомогательный персонал;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1003048;Поступление зарплаты на счет;Покупка автомобиля;0;0.23;мужской;1;0;высшее;специалист;>250;0;92;33;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1003068;Поступление зарплаты на счет;Отпуск;0;0.42;мужской;0;0;высшее;специалист;>250;1;16;25;Информационные технологии;ООО;холост / не замужем;1;1;1;0;0;0;0;0;0;0;1;5;0;103;5;2;0;11;41;0;0;0;0;0;0;0
8;1003088;Поступление зарплаты на счет;Ремонт;1;0.37;женский;1;0;среднее-специальное;вспомогательный персонал;>250;0;85;39;Другое;ООО;разведен / разведена;2;2;2;1;0;0;0;0;0;0;0.6666666667;2;1;31;3;0;1;6;24;0;0;0;0;0;0;0
8;1003108;2НДФЛ;Ремонт;0;0.33;мужской;0;0;высшее;менеджер среднего звена;>250;0;40;30;Торговля;ООО;холост / не замужем;2;1;0;0;0;0;1;0;0;0;0.4;2;3;83;5;1;2;12;73;0;0;0;0;0;0;0
8;1003128;Поступление зарплаты на счет;Покупка автомобиля;1;0.47;мужской;1;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;80;28;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1003148;Форма банка (без печати работодателя);Ремонт;1;0.09;женский;0;0;незаконченное высшее;специалист;>250;0;62;41;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1003168;2НДФЛ;Другое;1;0.43;женский;0;0;незаконченное высшее;специалист;>250;0;116;52;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1003188;Форма банка (без печати работодателя);Покупка автомобиля;1;0.36;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;80;48;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1003208;2НДФЛ;Покупка автомобиля;1;0.36;женский;1;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1003228;Поступление зарплаты на счет;Отпуск;1;0.52;женский;0;0;высшее;вспомогательный персонал;>250;1;58;25;Торговля;ЗАО;холост / не замужем;0;0;0;0;0;0.1041666667;0;0;0;0;0.25;1;3;43;4;1;1;16;37;1;1;0;0;0;0;0
8;1003248;Поступление зарплаты на счет;Ремонт;1;0.47;мужской;0;0;высшее;рабочий;>250;1;39;26;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1003268;2НДФЛ;Ремонт;0;0.3;мужской;0;0;высшее;торговый представитель;>250;3;8;25;Торговля;ЗАО;холост / не замужем;5;3;3;3;3;;;;;;;;;;;;;;;;;;;;;
8;1003288;Свободная форма с печатью работодателя;Покупка недвижимости/ строительство;1;0.46;женский;2;0;высшее;менеджер среднего звена;< 50;0;80;39;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1003308;2НДФЛ;Ремонт;0;0.22;мужской;1;0;высшее;рабочий;>250;1;59;33;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1003328;Поступление зарплаты на счет;Лечение;1;0.19;женский;0;0;высшее;менеджер среднего звена;>250;0;242;51;Другое;ЗАО;холост / не замужем;0;0;0;0;0;0.0256410256;0;0;0;0;0.5;1;1;38;2;0;0;47;102;1;0;0;0;0;0;0
8;1003348;Форма банка (без печати работодателя);Ремонт;1;0.49;женский;0;0;Высшее/Второе высшее/Ученая степень;вспомогательный персонал;>250;0;31;32;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1003368;Поступление зарплаты на счет;Ремонт;0;0.43;женский;0;0;высшее;специалист;>250;0;13;35;Торговля;ООО;холост / не замужем;1;1;1;1;1;0.1376146789;1;1;0;0;0.2222222222;2;7;94;9;1;0;3;64;1;0;0;0;0;0;0
8;1003388;2НДФЛ;Ремонт;1;0.32;женский;1;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;151;49;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1003408;2НДФЛ;Ремонт;1;0.4;женский;0;0;высшее;специалист;>250;1;6;31;Торговля;ООО;холост / не замужем;11;11;7;2;2;0;1;0;0;0;1;1;0;11;1;1;0;22;22;0;0;0;0;0;0;0
8;1003428;2НДФЛ;Ремонт;0;0.21;мужской;5;0;высшее;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1003448;2НДФЛ;Ремонт;0;0.45;женский;0;0;среднее-специальное;рабочий;>250;0;72;46;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1003468;Форма банка (без печати работодателя);Ремонт;0;0.37;женский;0;0;высшее;специалист;< 50;0;56;31;Торговля;ООО;холост / не замужем;3;1;1;0;0;0.0060240964;0;0;0;0;0.5555555556;5;4;165;9;3;1;11;31;1;0;0;0;0;0;0
8;1003488;Форма банка (без печати работодателя);Отпуск;1;0.18;мужской;1;0;высшее;менеджер среднего звена;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1003508;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.2;мужской;2;0;высшее;вспомогательный персонал;>250;0;126;33;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1003528;Форма банка (без печати работодателя);Ремонт;1;0.43;мужской;0;0;среднее;торговый представитель;>250;0;19;28;Торговля;ООО;холост / не замужем;2;2;1;1;0;0.1176470588;0;1;0;0;0.8;4;1;45;5;2;0;5;80;1;1;1;1;0;0;0
8;1003548;Поступление зарплаты на счет;Покупка автомобиля;0;0.12;женский;0;0;высшее;вспомогательный персонал;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
